OBJECTID,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,ZIPCode,NeedsSync,IsDeleted
728162,6001020A60DC62B4,2021/06/30 08:25:00+00,High,SD,OVERDOSE,P211811022,800 GLADE CT,800 GLADE CT BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,NA,21225,TRUE,FALSE
728199,6001020A60DCE206,2021/06/30 17:28:00+00,High,WD,OVERDOSE,P211812823,1700 PRESBURY ST,1700 PRESBURY ST BALTIMORE MD,Sandtown-Winchester,Western,742,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,21217,TRUE,FALSE
728216,6001020A60DDCE60,2021/07/01 10:17:00+00,High,WD,OVERDOSE,P211821370,1000 ASHBURTON ST,1000 ASHBURTON ST BALTIMORE MD,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,NA,21216,TRUE,FALSE
728217,6001020A60DDD0C8,2021/07/01 10:27:00+00,High,WD,OVERDOSE,P211821403,1600 W NORTH AV,1600 W NORTH AV BALTIMORE MD,Penn North,Western,733,7,D9,Greater Mondawmin,Census Tract 1504,Western,21217,TRUE,FALSE
728249,6001020A60DE314E,2021/07/01 17:19:00+00,High,SW,OVERDOSE,P211822620,2700 DULANY ST,2700 DULANY ST BALTIMORE MD,Millhill,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,NA,21223,TRUE,FALSE
728263,6001020A60DE4C7B,2021/07/01 19:15:00+00,High,ED,OVERDOSE,P211823064,1800 N CHAPEL ST,1800 N CHAPEL ST BALTIMORE MD,Broadway East,Eastern,331,12,D5,Greenmount East,Census Tract 806,NA,21213,TRUE,FALSE
728292,6001020A60DF28A3,2021/07/02 10:54:00+00,High,SD,OVERDOSE,P211831457,1400 KEY HY,1400 KEY HY BALTIMORE MD,Riverside,Southern,943,11,D7,Inner Harbor/Federal Hill,Census Tract 2402,NA,21230,TRUE,FALSE
728297,6001020A60DF2E58,2021/07/02 11:18:00+00,High,SW,OVERDOSE,P211831536,3200 WILKENS AV,3200 WILKENS AV BALTIMORE MD,Gwynns Falls,Southwestern,832,10,D10,Morrell Park/Violetville,Census Tract 2502.06,NA,21223,TRUE,FALSE
728300,6001020A60DF3287,2021/07/02 11:35:59+00,High,SW,OVERDOSE,P211831598,1200 S CATON AV,1200 S CATON AV BALTIMORE MD,Violetville,Southwestern,832,10,D10,Morrell Park/Violetville,Census Tract 2501.03,NA,21227,TRUE,FALSE
728375,6001020A60DFED95,2021/07/03 00:54:00+00,High,SE,OVERDOSE,P211840199,DUNDALK AV/HOLABIRD AV,DUNDALK AV and HOLABIRD AV BALTIMORE MD,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,NA,21222,TRUE,FALSE
728456,6001020A60E097D4,2021/07/03 13:01:00+00,High,WD,OVERDOSE,P211841766,1100 N MOUNT ST,1100 N MOUNT ST BALTIMORE MD,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1603,NA,21217,TRUE,FALSE
728479,6001020A60E1B7F5,2021/07/04 09:30:00+00,High,SE,OVERDOSE,P211851064,EASTERN AV/NB I 100 N,EASTERN AV and NB I 100 N BALTIMORE MD,Pulaski Industrial Area,Southeastern,241,1,D6,Orangeville/East Highlandtown,Census Tract 2605.01,NA,21224,TRUE,FALSE
728624,6001020A60E32521,2021/07/05 11:28:00+00,High,WD,OVERDOSE,P211861647,2200 LYNNBROOK AV,2200 LYNNBROOK AV BALTIMORE MD,Parkview/Woodbrook,Western,732,7,D2,Penn North/Reservoir Hill,Census Tract 1304,Western,21217,TRUE,FALSE
728719,6001020A60E47050,2021/07/06 11:00:59+00,High,CD,OVERDOSE,P211871484,1100 PENNSYLVANIA AV,1100 PENNSYLVANIA AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1702,Central,21201,TRUE,FALSE
728749,6001020A60E4AF1D,2021/07/06 15:29:00+00,High,ED,OVERDOSE,P211872313,1300 N CHESTER ST,1300 N CHESTER ST BALTIMORE MD,Broadway East,Eastern,331,13,D5,Greenmount East,Census Tract 807,NA,21213,TRUE,FALSE
728955,6001020A60E89C0F,2021/07/09 14:57:00+00,High,SE,OVERDOSE,P211902117,1500 E LEXINGTON ST,1500 E LEXINGTON ST BALTIMORE MD,Dunbar-Broadway,Southeastern,212,12,D7,Oldtown/Middle East,Census Tract 2805,NA,21231,TRUE,FALSE
729071,6001020A60F22104,2021/07/16 20:15:00+00,High,WD,OVERDOSE,P211973046,700 N CALHOUN ST,700 N CALHOUN ST BALTIMORE MD,Harlem Park,Western,713,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1602,Central,21217,TRUE,FALSE
729128,6001020A60F2ABE1,2021/07/17 06:07:00+00,High,CD,OVERDOSE,P211980756,600 CATHEDRAL ST,600 CATHEDRAL ST BALTIMORE MD,Mount Vernon,Central,142,11,D8,Midtown,Census Tract 1102,NA,21201,TRUE,FALSE
729276,6001020A60F4A291,2021/07/18 17:51:59+00,High,WD,OVERDOSE,P211992359,2600 FRANCIS ST,2600 FRANCIS ST BALTIMORE MD,Penn North,Western,733,7,D2,Penn North/Reservoir Hill,Census Tract 1303,NA,21217,TRUE,FALSE
729457,6001020A60F6E5EB,2021/07/20 11:03:59+00,High,SE,OVERDOSE,P212011451,100 N HAVEN ST,100 N HAVEN ST BALTIMORE MD,Kresson,Southeastern,241,2,D6,Orangeville/East Highlandtown,Census Tract 2604.04,NA,21224,TRUE,FALSE
729499,6001020A60F895B6,2021/07/21 17:45:59+00,High,ED,OVERDOSE,P212022774,N MILTON AV/E FEDERAL ST,N MILTON AV and E FEDERAL ST BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 803.01,NA,21213,TRUE,FALSE
729726,6001020A60EC5299,2021/07/12 10:31:59+00,High,WD,OVERDOSE,P211931259,1900 W NORTH AV,1900 W NORTH AV BALTIMORE MD,Sandtown-Winchester,Western,742,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,21217,TRUE,FALSE
729891,6001020A60EE1C64,2021/07/13 19:05:59+00,High,ND,OVERDOSE,P211943135,W 0ST ST/FALLS RD,W 0ST ST and FALLS RD BALTIMORE MD,Hampden,Northern,541,14,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1308.04,NA,21211,TRUE,FALSE
730028,6001020A60FEF024,2021/07/26 13:25:00+00,High,SW,OVERDOSE,P212071789,2200 BLK ASHTON ST,2200 BLK ASHTON ST BALTIMORE MD,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,21223,TRUE,FALSE
730057,6001020A60FFF676,2021/07/27 08:05:00+00,High,SD,OVERDOSE,P212080913,800 CLINTWOOD CT,800 CLINTWOOD CT BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,NA,21225,TRUE,FALSE
730098,6001020A61005EA4,2021/07/27 15:29:00+00,High,CD,OVERDOSE,P212082242,1600 PENNSYLVANIA AV,1600 PENNSYLVANIA AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,TRUE,FALSE
730128,6001020A6100972F,2021/07/27 19:30:00+00,High,NW,OVERDOSE,P212083118,CORDELIA AV/W BELVEDERE AV,CORDELIA AV and W BELVEDERE AV BALTIMORE MD,Arlington,Northwestern,633,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,21215,TRUE,FALSE
730227,6001020A61022750,2021/07/28 23:58:00+00,High,SD,OVERDOSE,P212100003,900 CHERRY HILL RD,900 CHERRY HILL RD BALTIMORE MD,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.04,NA,21225,TRUE,FALSE
730357,6001020A610454EC,2021/07/30 15:36:59+00,High,CD,OVERDOSE,P212112198,1500 PENNSYLVANIA AV,1500 PENNSYLVANIA AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,TRUE,FALSE
730397,6001020A61049608,2021/07/30 20:15:00+00,High,SD,OVERDOSE,P212113191,2200 CEDLEY ST,2200 CEDLEY ST BALTIMORE MD,Westport,Southern,921,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2503.01,NA,21230,TRUE,FALSE
730489,6001020A6105C95A,2021/07/31 18:06:00+00,High,NE,OVERDOSE,P212122612,3000 E NORTHERN PY,3000 E NORTHERN PY BALTIMORE MD,North Harford Road,Northeastern,424,3,D4,Harford/Echodale,Census Tract 2705.01,NA,21214,TRUE,FALSE
730529,6001020A610EB410,2021/08/07 12:25:00+00,High,CD,OVERDOSE,P212191751,W SARATOGA ST/N PACA ST,W SARATOGA ST and N PACA ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21201,TRUE,FALSE
730601,6001020A610F4AAC,2021/08/07 23:08:00+00,High,CD,OVERDOSE,P212193473,400 E BALTIMORE ST,400 E BALTIMORE ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21202,TRUE,FALSE
730721,6001020A6111483A,2021/08/09 11:22:00+00,High,CD,OVERDOSE,P212211541,LEXINGTON MARKET WEST,LEXINGTON MARKET WEST BALTIMORE MD,Downtown,Central,111,11,D8,Downtown/Seton Hill,Census Tract 402,NA,21201,TRUE,FALSE
730829,6001020A6112AA28,2021/08/10 12:32:00+00,High,SW,OVERDOSE,P212221604,100 N MONASTERY AV,100 N MONASTERY AV BALTIMORE MD,Allendale,Southwestern,842,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.01,NA,21229,TRUE,FALSE
730857,6001020A6112ECF1,2021/08/10 17:16:59+00,High,WD,OVERDOSE,P212222562,500 N BRICE ST,500 N BRICE ST BALTIMORE MD,Midtown-Edmondson,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,NA,21223,TRUE,FALSE
730861,6001020A6112F333,2021/08/10 17:44:00+00,High,WD,OVERDOSE,P212222673,N CALHOUN ST/WESTWOOD AV,N CALHOUN ST and WESTWOOD AV BALTIMORE MD,Sandtown-Winchester,Western,742,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
731054,6001020A611587D1,2021/08/12 16:42:00+00,High,ED,OVERDOSE,P212242394,1700 AISQUITH ST,1700 AISQUITH ST BALTIMORE MD,Oliver,Eastern,343,12,D5,Greenmount East,Census Tract 909,Eastern1,21202,TRUE,FALSE
731150,6001020A6116C59F,2021/08/13 15:17:59+00,High,SE,OVERDOSE,P212252189,0 S BROADWAY,0 S BROADWAY BALTIMORE MD,Washington Hill,Southeastern,212,12,D7,Harbor East/Little Italy,Census Tract 301,NA,21231,TRUE,FALSE
731304,6001020A61192593,2021/08/15 10:31:59+00,High,ED,OVERDOSE,P212271191,N MILTON AV/E PRESTON ST,N MILTON AV and E PRESTON ST BALTIMORE MD,Berea,Eastern,332,13,D5,Clifton-Berea,Census Tract 803.01,Eastern2,21213,TRUE,FALSE
731338,6001020A61197ACD,2021/08/15 16:36:00+00,High,WD,OVERDOSE,P212272050,2300 LIBERTY HEIGHTS AV,2300 LIBERTY HEIGHTS AV BALTIMORE MD,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1505,NA,21215,TRUE,FALSE
731389,6001020A611AAFC1,2021/08/16 14:34:00+00,High,NW,OVERDOSE,P212281902,HAYWARD AV/CORDELIA AV,HAYWARD AV and CORDELIA AV BALTIMORE MD,Arlington,Northwestern,633,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,Northwestern,21215,TRUE,FALSE
731423,6001020A611B2436,2021/08/16 22:50:59+00,High,CD,OVERDOSE,P212283430,400 E BALTIMORE ST,400 E BALTIMORE ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21202,TRUE,FALSE
731864,6001020A610C367B,2021/08/05 15:04:59+00,High,CD,OVERDOSE,P212172242,500 CUMBERLAND ST,500 CUMBERLAND ST BALTIMORE MD,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
731866,6001020A610C37D9,2021/08/05 15:11:00+00,High,ND,OVERDOSE,P212172257,2300 GUILFORD AV,2300 GUILFORD AV BALTIMORE MD,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,NA,21218,TRUE,FALSE
731883,6001020A610C4FCA,2021/08/05 16:53:00+00,High,SW,OVERDOSE,P212172591,3100 BLK W NORTH AV,3100 BLK W NORTH AV BALTIMORE MD,Northwest Community Action,Southwestern,811,7,D9,Greater Rosemont,Census Tract 1506,NA,21216,TRUE,FALSE
731956,6001020A610D7EA5,2021/08/06 14:25:00+00,High,WD,OVERDOSE,P212182148,2500 W FRANKLIN ST,2500 W FRANKLIN ST BALTIMORE MD,Penrose/Fayette Street Outreach,Southwestern,842,9,D8,Southwest Baltimore,Census Tract 2002,NA,21223,TRUE,FALSE
732141,6001020A60FA8EEF,2021/07/23 05:42:00+00,High,SE,OVERDOSE,P212040743,DUNDALK AV/HOLABIRD AV,DUNDALK AV and HOLABIRD AV BALTIMORE MD,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,NA,21222,TRUE,FALSE
732153,6001020A60FAFB5E,2021/07/23 13:24:00+00,High,CD,OVERDOSE,P212041991,1800 PENNSYLVANIA AV,1800 PENNSYLVANIA AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
732157,6001020A60FB05F8,2021/07/23 14:10:00+00,High,NW,OVERDOSE,P212042123,5100 CORDELIA AV,5100 CORDELIA AV BALTIMORE MD,Langston Hughes,Northwestern,613,6,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,21215,TRUE,FALSE
732335,6001020A60FC8A75,2021/07/24 17:47:00+00,High,SD,OVERDOSE,P212052629,W PRATT ST/S CAREY ST,W PRATT ST and S CAREY ST BALTIMORE MD,Union Square,Southern,933,9,D7,Southwest Baltimore,Census Tract 2102,Tri-District,21223,TRUE,FALSE
732456,6001020A60FDD945,2021/07/25 17:35:59+00,High,SW,OVERDOSE,P212062200,3900 W MULBERRY ST,3900 W MULBERRY ST BALTIMORE MD,Allendale,Southwestern,843,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.01,NA,21229,TRUE,FALSE
732592,6001020A613BF10C,2021/09/10 19:57:59+00,High,ED,OVERDOSE,P212533200,600 N WOLFE ST,600 N WOLFE ST BALTIMORE MD,Dunbar-Broadway,Eastern,321,13,D5,Oldtown/Middle East,Census Tract 604,NA,21287,TRUE,FALSE
732613,6001020A613D0176,2021/09/11 15:20:00+00,High,CD,OVERDOSE,P212542098,N FREMONT AV/LAURENS ST,N FREMONT AV and LAURENS ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1501,Central,21217,TRUE,FALSE
732614,6001020A613D050A,2021/09/11 15:35:00+00,High,ND,OVERDOSE,P212542147,2000 GREENBERRY RD,2000 GREENBERRY RD BALTIMORE MD,Mount Washington,Northern,533,5,D2,Mount Washington/Coldspring,Census Tract 2715.01,NA,21209,TRUE,FALSE
733010,6001020A613431D8,2021/09/04 22:56:00+00,High,NE,OVERDOSE,P212473736,6000 DAYWALT AV,6000 DAYWALT AV BALTIMORE MD,Cedonia,Northeastern,441,2,D6,Claremont/Armistead,Census Tract 2604.03,NA,21206,TRUE,FALSE
733021,6001020A611D4777,2021/08/18 13:46:00+00,High,ED,OVERDOSE,P212301892,E EAGER ST/N LUZERNE AV,E EAGER ST and N LUZERNE AV BALTIMORE MD,Milton-Montford,Eastern,323,13,D5,Madison/East End,Census Tract 702,Eastern2,21205,TRUE,FALSE
733037,6001020A611D5B33,2021/08/18 15:10:00+00,High,NW,OVERDOSE,P212302115,REISTERSTOWN RD/W ROGERS AV,REISTERSTOWN RD and W ROGERS AV BALTIMORE MD,Woodmere,Northwestern,623,5,D1,Glen-Fallstaff,Census Tract 2801.01,NA,21215,TRUE,FALSE
733237,6001020A6120019A,2021/08/20 15:25:00+00,High,NE,OVERDOSE,P212322049,6400 PULASKI HY,6400 PULASKI HY BALTIMORE MD,Pulaski Industrial Area,Southeastern,241,2,D6,Orangeville/East Highlandtown,Census Tract 2604.04,NA,21205,TRUE,FALSE
733350,6001020A61213F25,2021/08/21 14:00:00+00,High,SW,OVERDOSE,P212331991,2700 W NORTH AV,2700 W NORTH AV BALTIMORE MD,Coppin Heights/Ash-Co-East,Western,723,7,D9,Greater Rosemont,Census Tract 1506,NA,21216,TRUE,FALSE
733371,6001020A6122B662,2021/08/22 16:41:00+00,High,WD,OVERDOSE,P212342296,1200 W NORTH AV,1200 W NORTH AV BALTIMORE MD,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
733444,6001020A61249E80,2021/08/24 03:23:00+00,High,SD,OVERDOSE,P212360445,LIGHT RAIL - CAMDEN YARDS,LIGHT RAIL - CAMDEN YARDS BALTIMORE MD,Stadium Area,Southern,941,11,D7,Inner Harbor/Federal Hill,Census Tract 2201,NA,21201,TRUE,FALSE
733492,6001020A6125206D,2021/08/24 12:38:00+00,High,SD,OVERDOSE,P212361594,100 BLK SCOTT ST,100 BLK SCOTT ST BALTIMORE MD,Hollins Market,Southern,931,9,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1803,NA,21201,TRUE,FALSE
733525,6001020A61256883,2021/08/24 17:45:00+00,High,SW,OVERDOSE,P212362552,2100 RAMSAY ST,2100 RAMSAY ST BALTIMORE MD,Carrollton Ridge,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,Tri-District,21223,TRUE,FALSE
733604,6001020A61266F9E,2021/08/25 12:27:59+00,High,ND,OVERDOSE,P212371629,2600 WOODLAND AV,2600 WOODLAND AV BALTIMORE MD,Cylburn,Northern,532,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,NA,21215,TRUE,FALSE
733619,6001020A61268A12,2021/08/25 14:21:00+00,High,SW,OVERDOSE,P212371970,2500 FREDERICK AV,2500 FREDERICK AV BALTIMORE MD,Millhill,Southwestern,841,9,D8,Southwest Baltimore,Census Tract 2005,NA,21223,TRUE,FALSE
733674,6001020A61272847,2021/08/26 01:36:00+00,High,SW,OVERDOSE,P212380284,300 DENISON ST,300 DENISON ST BALTIMORE MD,Allendale,Southwestern,843,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.01,NA,21229,TRUE,FALSE
733737,6001020A6127F667,2021/08/26 16:15:00+00,High,WD,OVERDOSE,P212382368,600 GLENOLDEN AV,600 GLENOLDEN AV BALTIMORE MD,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,NA,21223,TRUE,FALSE
733742,6001020A6127FD4D,2021/08/26 16:44:59+00,High,SE,OVERDOSE,P212382464,6200 ERDMAN AV,6200 ERDMAN AV BALTIMORE MD,Pulaski Industrial Area,Southeastern,241,2,D6,Orangeville/East Highlandtown,Census Tract 2604.04,NA,21205,TRUE,FALSE
733903,6001020A6129E366,2021/08/28 03:19:00+00,High,SD,OVERDOSE,P212400531,4100 PASCAL AV,4100 PASCAL AV BALTIMORE MD,Curtis Bay,Southern,911,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,NA,21225,TRUE,FALSE
733971,6001020A612C244D,2021/08/29 20:19:59+00,High,WD,OVERDOSE,P212412810,300 BLK N PAYSON ST,300 BLK N PAYSON ST BALTIMORE MD,Penrose/Fayette Street Outreach,Western,714,9,D8,Southwest Baltimore,Census Tract 2001,NA,21223,TRUE,FALSE
734289,6001020A6137AD5C,2021/09/07 14:19:59+00,High,WD,OVERDOSE,P212502043,PENNSYLVANIA AV/W NORTH AV,PENNSYLVANIA AV and W NORTH AV BALTIMORE MD,Penn North,Western,733,7,D9,Penn North/Reservoir Hill,Census Tract 1501,Western,21217,TRUE,FALSE
734311,6001020A6137E307,2021/09/07 18:09:00+00,High,CD,OVERDOSE,P212502828,LAURENS ST/BRUNT ST,LAURENS ST and BRUNT ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,TRUE,FALSE
734373,6001020A6138F464,2021/09/08 13:34:59+00,High,WD,OVERDOSE,P212511868,2500 PENNSYLVANIA AV,2500 PENNSYLVANIA AV BALTIMORE MD,Penn North,Western,733,7,D2,Penn North/Reservoir Hill,Census Tract 1303,Western,21217,TRUE,FALSE
734404,6001020A61392E54,2021/09/08 17:42:00+00,High,WD,OVERDOSE,P212512648,1500 MOSHER ST,1500 MOSHER ST BALTIMORE MD,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1602,Central,21217,TRUE,FALSE
734408,6001020A6139332A,2021/09/08 18:03:00+00,High,NW,OVERDOSE,P212512723,CHOWAN AV/REISTERSTOWN RD,CHOWAN AV and REISTERSTOWN RD BALTIMORE MD,Liberty Square,Northwestern,611,7,D1,Greater Mondawmin,Census Tract 1505,NA,21215,TRUE,FALSE
734659,6001020A612FAD2C,2021/09/01 12:41:00+00,High,NE,OVERDOSE,P212441694,2400 BRIDGEHAMPTON DR,2400 BRIDGEHAMPTON DR BALTIMORE MD,Hamilton Hills,Northeastern,423,3,D3,Harford/Echodale,Census Tract 2707.01,NA,21234,TRUE,FALSE
734874,6001020A613277CE,2021/09/03 15:30:00+00,High,ED,OVERDOSE,P212462170,E NORTH AV/N PATTERSON PARK AV,E NORTH AV and N PATTERSON PARK AV BALTIMORE MD,South Clifton Park,Eastern,331,12,D5,Clifton-Berea,Census Tract 802,NA,21213,TRUE,FALSE
735204,6001020A61644F50,2021/10/11 10:50:00+00,High,CD,OVERDOSE,P212841380,0 W BALTIMORE ST,0 W BALTIMORE ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21201,TRUE,FALSE
735308,6001020A6165F2FC,2021/10/12 16:41:00+00,High,ED,OVERDOSE,P212852871,3000 E MONUMENT ST,3000 E MONUMENT ST BALTIMORE MD,Ellwood Park/Monument,Southeastern,224,13,D5,Madison/East End,Census Tract 701,NA,21205,TRUE,FALSE
735359,6001020A61677710,2021/10/13 20:16:59+00,High,SE,OVERDOSE,P212863379,PULASKI HY/N HIGHLAND AV,PULASKI HY and N HIGHLAND AV BALTIMORE MD,Baltimore Highlands,Southeastern,224,1,D6,Orangeville/East Highlandtown,Census Tract 2604.04,NA,21224,TRUE,FALSE
735518,6001020A61595ACB,2021/10/03 03:24:00+00,High,ND,OVERDOSE,P212760620,3100 N CHARLES ST,3100 N CHARLES ST BALTIMORE MD,Charles Village,Northern,512,14,D2,Greater Charles Village/Barclay,Census Tract 1202.02,NA,21218,TRUE,FALSE
735554,6001020A614B3028,2021/09/22 09:30:59+00,High,WD,OVERDOSE,P212651106,2800 EDMONDSON AV,2800 EDMONDSON AV BALTIMORE MD,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,NA,21223,TRUE,FALSE
735590,6001020A614B7A48,2021/09/22 14:47:00+00,High,NW,OVERDOSE,P212652077,3900 CALLAWAY AV,3900 CALLAWAY AV BALTIMORE MD,Ashburton,Northwestern,643,6,D1,Dorchester/Ashburton,Census Tract 1511,NA,21215,TRUE,FALSE
735611,6001020A614BA2D9,2021/09/22 17:40:00+00,High,WD,OVERDOSE,P212652705,2200 N FULTON AV,2200 N FULTON AV BALTIMORE MD,Penn North,Western,733,7,D2,Penn North/Reservoir Hill,Census Tract 1303,Western,21217,TRUE,FALSE
735797,6001020A614DF970,2021/09/24 12:14:00+00,High,NW,OVERDOSE,P212671723,4800 GARRISON BL,4800 GARRISON BL BALTIMORE MD,Dolfield,Northwestern,643,6,D1,Dorchester/Ashburton,Census Tract 1510,NA,21215,TRUE,FALSE
735844,6001020A614E73F1,2021/09/24 20:57:00+00,High,CD,OVERDOSE,P212673417,WILSON ST/PENNSYLVANIA AV,WILSON ST and PENNSYLVANIA AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,TRUE,FALSE
736154,6001020A615BB241,2021/10/04 22:02:00+00,High,WD,OVERDOSE,P212773584,1400 N FREMONT AV,1400 N FREMONT AV BALTIMORE MD,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,NA,21217,TRUE,FALSE
736236,6001020A615CB625,2021/10/05 16:31:00+00,High,SW,OVERDOSE,P212782588,3600 W FRANKLIN ST,3600 W FRANKLIN ST BALTIMORE MD,Allendale,Southwestern,843,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.01,NA,21229,TRUE,FALSE
736308,6001020A615DF365,2021/10/06 15:04:59+00,High,ND,OVERDOSE,P212792409,W 0ND ST/MORTON ST,W 0ND ST and MORTON ST BALTIMORE MD,Charles North,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,NA,21218,TRUE,FALSE
736319,6001020A615E098D,2021/10/06 16:39:00+00,High,NW,OVERDOSE,P212792746,4500 GROVELAND AV,4500 GROVELAND AV BALTIMORE MD,West Arlington,Northwestern,621,5,D1,Howard Park/West Arlington,Census Tract 2801.02,NA,21215,TRUE,FALSE
736360,6001020A615E7E22,2021/10/07 00:57:00+00,High,ED,OVERDOSE,P212800174,1200 N PATTERSON PARK AV,1200 N PATTERSON PARK AV BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 804,Eastern2,21213,TRUE,FALSE
736395,6001020A615F4770,2021/10/07 15:16:00+00,High,WD,OVERDOSE,P212802324,2900 W LANVALE ST,2900 W LANVALE ST BALTIMORE MD,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,NA,21216,TRUE,FALSE
736417,6001020A615F8937,2021/10/07 19:56:00+00,High,ED,OVERDOSE,P212803320,E PRESTON ST/N MILTON AV,E PRESTON ST and N MILTON AV BALTIMORE MD,Berea,Eastern,332,13,D5,Clifton-Berea,Census Tract 803.01,Eastern2,21213,TRUE,FALSE
736561,6001020A6152408E,2021/09/27 18:07:00+00,High,CD,OVERDOSE,P212702827,W NORTH AV/MADISON AV,W NORTH AV and MADISON AV BALTIMORE MD,Reservoir Hill,Central,133,7,D2,Upton/Druid Heights,Census Tract 1303,NA,21217,TRUE,FALSE
736637,6001020A61533753,2021/09/28 11:40:00+00,High,SD,OVERDOSE,P212711669,3600 BROOKLYN AV,3600 BROOKLYN AV BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,Brooklyn,21225,TRUE,FALSE
736668,6001020A61537C95,2021/09/28 16:34:59+00,High,NE,OVERDOSE,P212712672,3400 MAYFIELD AV,3400 MAYFIELD AV BALTIMORE MD,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,21213,TRUE,FALSE
736885,6001020A61576E59,2021/10/01 16:23:00+00,High,NE,OVERDOSE,P212742341,4600 NORTHWOOD DR,4600 NORTHWOOD DR BALTIMORE MD,New Northwood,Northeastern,413,4,D2,Northwood,Census Tract 2709.01,NA,21239,TRUE,FALSE
736904,6001020A6157A03C,2021/10/01 19:56:00+00,High,CD,OVERDOSE,P212743041,SHAKE AND BAKE FAMILY FUN CENTER,SHAKE AND BAKE FAMILY FUN CENTER BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,TRUE,FALSE
