OBJECTID,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,ZIPCode,NeedsSync,IsDeleted
41149,6301020A5FFC2C1B,2021/01/11 10:44:00+00,High,SW,OVERDOSE,P210110930,2400 WASHINGTON BL,2400 WASHINGTON BL BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,TRUE,FALSE
41454,5501020A5FFC5841,2021/01/11 13:53:00+00,High,CD,OVERDOSE,P210111284,100 W FAYETTE ST,100 W FAYETTE ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21201,TRUE,FALSE
41468,5301020A5FFC5986,2021/01/11 13:57:59+00,High,WD,OVERDOSE,P210111292,W NORTH AV/N CAREY ST,W NORTH AV and N CAREY ST BALTIMORE MD,Penn North,Western,742,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
41573,5B01020A5FFC60A1,2021/01/11 14:28:00+00,High,SW,OVERDOSE,P210111406,800 UNETTA AV,800 UNETTA AV BALTIMORE MD,Saint Agnes,Southwestern,832,10,D10,Morrell Park/Violetville,Census Tract 2501.03,NA,21229,TRUE,FALSE
42322,5501020A5FFC9A01,2021/01/11 18:33:00+00,High,WD,OVERDOSE,P210112206,PENNSYLVANIA AV/GOLD ST,PENNSYLVANIA AV and GOLD ST BALTIMORE MD,Druid Heights,Western,742,7,D8,Upton/Druid Heights,Census Tract 1501,Western,21217,TRUE,FALSE
42945,5901020A5FFCCA79,2021/01/11 21:59:59+00,High,ED,OVERDOSE,P210112884,2400 E NORTH AV,2400 E NORTH AV BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 802,NA,21213,TRUE,FALSE
43264,5301020A5FFCDF33,2021/01/11 23:28:00+00,High,WD,OVERDOSE,P210113234,2300 LIBERTY HEIGHTS AV,2300 LIBERTY HEIGHTS AV BALTIMORE MD,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1505,NA,21215,TRUE,FALSE
43348,5B01020A5FFCE370,2021/01/11 23:45:59+00,High,NE,OVERDOSE,P210113313,5400 HARFORD RD,5400 HARFORD RD BALTIMORE MD,Waltherson,Northeastern,426,3,D4,Hamilton,Census Tract 2704.02,NA,21214,TRUE,FALSE
43601,5C01020A5FFCF299,2021/01/12 00:51:00+00,High,SE,OVERDOSE,P210113585,400 N PORT ST,400 N PORT ST BALTIMORE MD,McElderry Park,Southeastern,221,13,D5,Patterson Park North & East,Census Tract 602,NA,21224,TRUE,FALSE
43609,5B01020A5FFCF380,2021/01/12 00:55:00+00,High,CD,OVERDOSE,P210113590,2300 CALLOW AV,2300 CALLOW AV BALTIMORE MD,Reservoir Hill,Central,133,7,D2,Penn North/Reservoir Hill,Census Tract 1302,NA,21217,TRUE,FALSE
46154,5B01020A5FFDC70C,2021/01/12 15:58:00+00,High,ND,OVERDOSE,P210121875,YORK RD/E NORTHERN PY,YORK RD and E NORTHERN PY BALTIMORE MD,Rosebank,Northern,523,4,D2,North Baltimore/Guilford/Homeland,Census Tract 2708.05,NA,21212,TRUE,FALSE
46204,6201020A5FFDCB0C,2021/01/12 16:15:00+00,High,SW,OVERDOSE,P210121932,100 S HILTON ST,100 S HILTON ST BALTIMORE MD,Carroll-South Hilton,Southwestern,842,9,D10,Allendale/Irvington/S. Hilton,Census Tract 2006,NA,21229,TRUE,FALSE
46230,6201020A5FFDCC82,2021/01/12 16:21:00+00,High,CD,OVERDOSE,P210121957,1400 WILMER CT,1400 WILMER CT BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,TRUE,FALSE
46317,5601020A5FFDD268,2021/01/12 16:46:00+00,High,SD,OVERDOSE,P210122049,POTEE ST/W PATAPSCO AV,POTEE ST and W PATAPSCO AV BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,NA,21225,TRUE,FALSE
46432,5B01020A5FFDDAFB,2021/01/12 17:23:00+00,High,ED,OVERDOSE,P210122173,ORLEANS ST/LOW ST,ORLEANS ST and LOW ST BALTIMORE MD,Oldtown,Southeastern,211,12,D7,Oldtown/Middle East,Census Tract 2805,NA,21202,TRUE,FALSE
46550,6201020A5FFDE342,2021/01/12 17:58:00+00,High,WD,OVERDOSE,P210122308,1600 N FULTON AV,1600 N FULTON AV BALTIMORE MD,Sandtown-Winchester,Western,742,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,21217,TRUE,FALSE
46800,5701020A5FFDF641,2021/01/12 19:18:59+00,High,CD,OVERDOSE,P210122568,PENNSYLVANIA AV/LAURENS ST,PENNSYLVANIA AV and LAURENS ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,TRUE,FALSE
46820,5B01020A5FFDF7DA,2021/01/12 19:25:59+00,High,SD,OVERDOSE,P210122595,1800 MCHENRY ST,1800 MCHENRY ST BALTIMORE MD,Carrollton Ridge,Southern,934,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,21223,TRUE,FALSE
47696,6201020A5FFE24EB,2021/01/12 22:38:00+00,High,NE,OVERDOSE,P210123513,4200 HARFORD TE,4200 HARFORD TE BALTIMORE MD,Lauraville,Northeastern,421,3,D4,Lauraville,Census Tract 2702,NA,21214,TRUE,FALSE
48238,6401020A5FFE40B4,2021/01/13 00:36:59+00,High,NW,OVERDOSE,P210124090,4000 PRIMROSE AV,4000 PRIMROSE AV BALTIMORE MD,Glen,Northwestern,632,5,D1,Glen-Fallstaff,Census Tract 2719,NA,21215,TRUE,FALSE
48553,6401020A5FFE521E,2021/01/13 01:50:59+00,High,WD,OVERDOSE,P210124409,1600 W NORTH AV,1600 W NORTH AV BALTIMORE MD,Sandtown-Winchester,Western,742,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
48727,9C01020A5FFE615D,2021/01/13 02:55:59+00,High,SW,OVERDOSE,P210124582,EDMONDSON AV/SWANN AV,EDMONDSON AV and SWANN AV BALTIMORE MD,Hunting Ridge,Southwestern,822,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.04,NA,21229,TRUE,FALSE
49951,5E01020A5FFEAA94,2021/01/13 08:07:59+00,High,ND,OVERDOSE,P210130899,100 E 23RD ST,100 E 23RD ST BALTIMORE MD,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,NA,21218,TRUE,FALSE
50619,5401020A5FFEFC40,2021/01/13 13:57:00+00,High,WD,OVERDOSE,P210131626,1700 W NORTH AV,1700 W NORTH AV BALTIMORE MD,Penn North,Western,733,7,D9,Greater Mondawmin,Census Tract 1504,Western,21217,TRUE,FALSE
51243,6CC9DA95FFF2A84,2021/01/13 17:13:59+00,High,WD,OVERDOSE,P210132283,2300 WINCHESTER ST,2300 WINCHESTER ST BALTIMORE MD,Bridgeview/Greenlawn,Western,723,9,D9,Greater Rosemont,Census Tract 1605,NA,21216,TRUE,FALSE
51407,9C01020A5FFF35EB,2021/01/13 18:03:00+00,High,SW,OVERDOSE,P210132466,4500 FREDERICK AV,4500 FREDERICK AV BALTIMORE MD,Irvington,Southwestern,822,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2804.04,NA,21229,TRUE,FALSE
51510,5501020A5FFF3CD6,2021/01/13 18:32:00+00,High,SW,OVERDOSE,P210132593,4500 FREDERICK AV,4500 FREDERICK AV BALTIMORE MD,Irvington,Southwestern,833,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2501.02,NA,21229,TRUE,FALSE
51587,5C01020A5FFF4305,2021/01/13 18:59:00+00,High,ED,OVERDOSE,P210132664,1500 N DURHAM ST,1500 N DURHAM ST BALTIMORE MD,Broadway East,Eastern,331,12,D5,Greenmount East,Census Tract 807,Eastern1,21213,TRUE,FALSE
51648,5301020A5FFF481E,2021/01/13 19:21:00+00,High,ND,OVERDOSE,P210132727,2400 ST PAUL ST,2400 ST PAUL ST BALTIMORE MD,Old Goucher,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,NA,21218,TRUE,FALSE
51665,5E01020A5FFF4976,2021/01/13 19:25:59+00,High,ND,OVERDOSE,P210132745,3500 FALLS RD,3500 FALLS RD BALTIMORE MD,Hampden,Northern,531,7,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1306,NA,21211,TRUE,FALSE
53098,5B01020A5FFF96FC,2021/01/14 00:56:59+00,High,WD,OVERDOSE,P210134276,W NORTH AV/PENNSYLVANIA AV,W NORTH AV and PENNSYLVANIA AV BALTIMORE MD,Penn North,Western,733,7,D9,Penn North/Reservoir Hill,Census Tract 1501,Western,21217,TRUE,FALSE
55332,9C01020A6000459A,2021/01/14 13:21:59+00,High,SE,OVERDOSE,P210141537,100 N BROADWAY,100 N BROADWAY BALTIMORE MD,Washington Hill,Southeastern,212,13,D5,Oldtown/Middle East,Census Tract 604,NA,21231,TRUE,FALSE
56069,5301020A60007C39,2021/01/14 17:15:00+00,High,CD,OVERDOSE,P210142316,METRO STATION - UPTON,METRO STATION - UPTON BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,TRUE,FALSE
56699,5A01020A6000AE05,2021/01/14 20:48:00+00,High,CD,OVERDOSE,P210143013,600-BLKM LAURENS ST,600-BLKM LAURENS ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
57148,6101020A6000C4EE,2021/01/14 22:25:00+00,High,SE,OVERDOSE,P210143482,400 S BETHEL ST,400 S BETHEL ST BALTIMORE MD,Fells Point,Southeastern,213,1,D7,Harbor East/Little Italy,Census Tract 301,NA,21231,TRUE,FALSE
57188,5701020A6000C641,2021/01/14 22:31:00+00,High,SD,OVERDOSE,P210143517,3500 S HANOVER ST,3500 S HANOVER ST BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,NA,21225,TRUE,FALSE
57236,6401020A6000C886,2021/01/14 22:41:00+00,High,SD,OVERDOSE,P210143566,900 BAYARD ST,900 BAYARD ST BALTIMORE MD,Washington Village/Pigtown,Southern,932,10,D7,Washington Village/Pigtown,Census Tract 2102,NA,21230,TRUE,FALSE
57326,5B01020A6000CC51,2021/01/14 22:57:00+00,High,CD,OVERDOSE,P210143658,700 BLK W LAFAYETTE AV,700 BLK W LAFAYETTE AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1703,Central,21217,TRUE,FALSE
58153,5701020A6000F260,2021/01/15 01:39:00+00,High,SW,OVERDOSE,P210144515,2100 N ROSEDALE ST,2100 N ROSEDALE ST BALTIMORE MD,Walbrook,Southwestern,811,7,D9,Greater Mondawmin,Census Tract 1507.02,NA,21216,TRUE,FALSE
58185,5F01020A6000F50B,2021/01/15 01:50:59+00,High,WD,OVERDOSE,P210144568,1500 W NORTH AV,1500 W NORTH AV BALTIMORE MD,Penn North,Western,733,7,D2,Penn North/Reservoir Hill,Census Tract 1303,Western,21217,TRUE,FALSE
58200,9C01020A6000F59D,2021/01/15 01:53:00+00,High,NE,OVERDOSE,P210144549,6900 STURBRIDGE DR,6900 STURBRIDGE DR BALTIMORE MD,Hamilton Hills,Northeastern,423,3,D3,Harford/Echodale,Census Tract 2707.01,NA,21234,TRUE,FALSE
58418,6401020A600105B4,2021/01/15 03:01:59+00,High,NE,OVERDOSE,P210144785,1500 OAKRIDGE RD,1500 OAKRIDGE RD BALTIMORE MD,Ednor Gardens-Lakeside,Northeastern,412,14,D4,Northwood,Census Tract 902,NA,21218,TRUE,FALSE
58438,6301020A600107D7,2021/01/15 03:11:00+00,High,CD,OVERDOSE,P210144826,DIVISION ST/LAURENS ST,DIVISION ST and LAURENS ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,TRUE,FALSE
59378,6201020A60013A70,2021/01/15 06:46:59+00,High,SE,OVERDOSE,P210150544,400 HORNEL ST,400 HORNEL ST BALTIMORE MD,Bayview,Southeastern,241,1,D6,Orangeville/East Highlandtown,Census Tract 2605.01,NA,21224,TRUE,FALSE
60548,6201020A6001AB35,2021/01/15 14:48:00+00,High,NE,OVERDOSE,P210151765,5900 BELAIR RD,5900 BELAIR RD BALTIMORE MD,Cedmont,Northeastern,445,2,D4,Cedonia/Frankford,Census Tract 2601.01,NA,21206,TRUE,FALSE
61017,5601020A6001CBE2,2021/01/15 17:06:59+00,High,SE,OVERDOSE,P210152272,3300 NOBLE ST,3300 NOBLE ST BALTIMORE MD,Patterson Park Neighborhood,Southeastern,222,1,D6,Patterson Park North & East,Census Tract 2610,NA,21224,TRUE,FALSE
61061,5E01020A6001CE80,2021/01/15 17:18:00+00,High,WD,OVERDOSE,P210152316,1600 N CALHOUN ST,1600 N CALHOUN ST BALTIMORE MD,Sandtown-Winchester,Western,742,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
61284,5901020A6001DDE3,2021/01/15 18:24:00+00,High,WD,OVERDOSE,P210152558,2800 EDMONDSON AV,2800 EDMONDSON AV BALTIMORE MD,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,NA,21223,TRUE,FALSE
61484,5601020A6001F220,2021/01/15 19:50:00+00,High,NE,OVERDOSE,P210152771,1800 E 33RD ST,1800 E 33RD ST BALTIMORE MD,Coldstream Homestead Montebello,Northeastern,411,14,D5,Midway/Coldstream,Census Tract 906,NA,21218,TRUE,FALSE
61489,6101020A6001F2EA,2021/01/15 19:54:00+00,High,ED,OVERDOSE,P210152773,E FEDERAL ST/N MONTFORD AV,E FEDERAL ST and N MONTFORD AV BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 803.01,NA,21213,TRUE,FALSE
61497,5B01020A6001F418,2021/01/15 19:59:00+00,High,WD,OVERDOSE,P210152783,MONDAWMIN MALL,MONDAWMIN MALL BALTIMORE MD,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1505,NA,21215,TRUE,FALSE
62863,5B01020A60024181,2021/01/16 01:28:59+00,High,ED,OVERDOSE,P210154214,N LINWOOD AV/E PRESTON ST,N LINWOOD AV and E PRESTON ST BALTIMORE MD,Berea,Eastern,332,13,D5,Clifton-Berea,Census Tract 803.02,NA,21213,TRUE,FALSE
64242,6301020A60029B61,2021/01/16 07:53:00+00,High,SE,OVERDOSE,P210160789,300 FALLSWAY,300 FALLSWAY BALTIMORE MD,Jonestown,Southeastern,211,12,D7,Oldtown/Middle East,Census Tract 2805,NA,21202,TRUE,FALSE
64616,5601020A6002D3EB,2021/01/16 11:54:00+00,High,SD,OVERDOSE,P210161149,1800 WASHINGTON BL,1800 WASHINGTON BL BALTIMORE MD,Carroll - Camden Industrial Area,Southern,941,10,D7,Washington Village/Pigtown,Census Tract 2102,NA,21230,TRUE,FALSE
65184,5301020A60030B4E,2021/01/16 15:49:59+00,High,NW,OVERDOSE,P210161741,PARK HEIGHTS AV/BANCROFT RD,PARK HEIGHTS AV and BANCROFT RD BALTIMORE MD,Glen,Northwestern,632,5,D1,Glen-Fallstaff,Census Tract 2720.03,NA,21215,TRUE,FALSE
65299,6201020A60031493,2021/01/16 16:30:00+00,High,ED,OVERDOSE,P210161870,N WOLFE ST/E NORTH AV,N WOLFE ST and E NORTH AV BALTIMORE MD,Broadway East,Eastern,331,12,D5,Greenmount East,Census Tract 806,Eastern1,21213,TRUE,FALSE
65633,6301020A60033089,2021/01/16 18:29:00+00,High,NW,OVERDOSE,P210162225,4100 GARRISON BL,4100 GARRISON BL BALTIMORE MD,Dorchester,Northwestern,621,6,D1,Dorchester/Ashburton,Census Tract 1510,NA,21215,TRUE,FALSE
65698,5401020A600335B6,2021/01/16 18:51:00+00,High,SD,OVERDOSE,P210162291,1700 RUSSELL ST,1700 RUSSELL ST BALTIMORE MD,Carroll - Camden Industrial Area,Southern,941,10,D7,Washington Village/Pigtown,Census Tract 2101,NA,21230,TRUE,FALSE
65783,9C01020A60033DB4,2021/01/16 19:25:00+00,High,ED,OVERDOSE,P210162379,1600 N BOND ST,1600 N BOND ST BALTIMORE MD,Oliver,Eastern,343,12,D5,Greenmount East,Census Tract 806,Eastern1,21213,TRUE,FALSE
65859,6101020A60034681,2021/01/16 20:03:00+00,High,WD,OVERDOSE,P210162461,1300 W BALTIMORE ST,1300 W BALTIMORE ST BALTIMORE MD,Franklin Square,Western,711,9,D8,Southwest Baltimore,Census Tract 1902,Tri-District,21223,TRUE,FALSE
65875,6601020A600348F4,2021/01/16 20:13:00+00,High,SE,OVERDOSE,P210162482,600 N LUZERNE AV,600 N LUZERNE AV BALTIMORE MD,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,NA,21205,TRUE,FALSE
66219,6601020A60035C9D,2021/01/16 21:36:59+00,High,WD,OVERDOSE,P210162830,W NORTH AV/N CAREY ST,W NORTH AV and N CAREY ST BALTIMORE MD,Penn North,Western,742,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
66539,5C01020A60036F6E,2021/01/16 22:57:00+00,High,WD,OVERDOSE,P210163169,800 N MONROE ST,800 N MONROE ST BALTIMORE MD,Harlem Park,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,NA,21217,TRUE,FALSE
66743,6101020A60037D50,2021/01/16 23:57:00+00,High,WD,OVERDOSE,P210163380,1300 LAURENS ST,1300 LAURENS ST BALTIMORE MD,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Central,21217,TRUE,FALSE
66754,5801020A60037DD9,2021/01/16 23:58:59+00,High,NE,OVERDOSE,P210163389,5100 GOODNOW RD,5100 GOODNOW RD BALTIMORE MD,Frankford,Northeastern,443,2,D4,Cedonia/Frankford,Census Tract 2602.01,NA,21206,TRUE,FALSE
66808,5F01020A60038181,2021/01/17 00:14:00+00,High,CD,OVERDOSE,P210163463,PRESSTMAN ST/BRUNT ST,PRESSTMAN ST and BRUNT ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
68372,5B01020A6003ED30,2021/01/17 07:54:00+00,High,SW,OVERDOSE,P210170722,4400 CEDARGARDEN RD,4400 CEDARGARDEN RD BALTIMORE MD,Yale Heights,Southwestern,833,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2501.02,NA,21229,TRUE,FALSE
68975,5301020A60044482,2021/01/17 14:06:00+00,High,SD,OVERDOSE,P210171345,W PATAPSCO AV/MARDEL AV,W PATAPSCO AV and MARDEL AV BALTIMORE MD,Lakeland,Southern,923,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2502.05,NA,21230,TRUE,FALSE
69371,5701020A600467CA,2021/01/17 16:37:00+00,High,SD,OVERDOSE,P210171763,LIGHT RAIL - PATAPSCO,LIGHT RAIL - PATAPSCO BALTIMORE MD,Cherry Hill,Southern,922,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2502.05,NA,21230,TRUE,FALSE
69545,5A01020A600478C5,2021/01/17 17:48:59+00,High,ED,OVERDOSE,P210171945,E NORTH AV/N WOLFE ST,E NORTH AV and N WOLFE ST BALTIMORE MD,Broadway East,Eastern,331,12,D5,Greenmount East,Census Tract 806,Eastern1,21213,TRUE,FALSE
69740,5401020A60048A53,2021/01/17 19:04:00+00,High,ND,OVERDOSE,P210172147,5200 YORK RD,5200 YORK RD BALTIMORE MD,York-Homeland,Northern,521,4,D2,North Baltimore/Guilford/Homeland,Census Tract 2711.01,NA,21212,TRUE,FALSE
70022,5C01020A6004A2A9,2021/01/17 20:48:00+00,High,NW,OVERDOSE,P210172456,MAIN GATE PIMLICO RACE TRACK,MAIN GATE PIMLICO RACE TRACK BALTIMORE MD,Pimlico Good Neighbors,Northwestern,633,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2717,NA,21215,TRUE,FALSE
70160,6101020A6004A9A1,2021/01/17 21:17:59+00,High,CD,OVERDOSE,P210172589,500 DOLPHIN ST,500 DOLPHIN ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1702,NA,21201,TRUE,FALSE
71083,5701020A6004E86E,2021/01/18 01:46:00+00,High,ND,OVERDOSE,P210173589,2300 N CHARLES ST,2300 N CHARLES ST BALTIMORE MD,Old Goucher,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,NA,21218,TRUE,FALSE
71177,5A01020A6004EFC5,2021/01/18 02:16:59+00,High,WD,OVERDOSE,P210173681,2000 W NORTH AV,2000 W NORTH AV BALTIMORE MD,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1504,Western,21217,TRUE,FALSE
72468,5E01020A60059138,2021/01/18 13:46:00+00,High,SD,OVERDOSE,P210181115,2000 W PRATT ST,2000 W PRATT ST BALTIMORE MD,Carrollton Ridge,Southern,934,9,D8,Southwest Baltimore,Census Tract 2003,Tri-District,21223,TRUE,FALSE
73291,6101020A6005D325,2021/01/18 18:27:00+00,High,WD,OVERDOSE,P210182003,W NORTH AV/WOODBROOK AV,W NORTH AV and WOODBROOK AV BALTIMORE MD,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,Western,21217,TRUE,FALSE
73332,5301020A6005D6C1,2021/01/18 18:43:00+00,High,SE,OVERDOSE,P210182040,300 BLK S MACON ST,300 BLK S MACON ST BALTIMORE MD,Greektown,Southeastern,242,1,D6,Orangeville/East Highlandtown,Census Tract 2607,NA,21224,TRUE,FALSE
74558,5701020A6006255F,2021/01/19 00:17:59+00,High,SD,OVERDOSE,P210183344,1800 WASHINGTON BL,1800 WASHINGTON BL BALTIMORE MD,Carroll - Camden Industrial Area,Southern,941,10,D7,Washington Village/Pigtown,Census Tract 2102,NA,21230,TRUE,FALSE
77602,5A01020A60072CEF,2021/01/19 19:02:59+00,High,ED,OVERDOSE,P210192317,2200 E MONUMENT ST,2200 E MONUMENT ST BALTIMORE MD,CARE,Eastern,321,13,D5,Madison/East End,Census Tract 703,NA,21205,TRUE,FALSE
77965,5601020A60074A8C,2021/01/19 21:09:00+00,High,ED,OVERDOSE,P210192708,2400 E NORTH AV,2400 E NORTH AV BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 802,NA,21213,TRUE,FALSE
78567,5501020A60076C2D,2021/01/19 23:32:59+00,High,WD,OVERDOSE,P210193361,2700 RAYNER AV,2700 RAYNER AV BALTIMORE MD,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,NA,21216,TRUE,FALSE
78995,5C01020A600786A4,2021/01/20 01:25:00+00,High,NE,OVERDOSE,P210193817,4400 FRANCONIA DR,4400 FRANCONIA DR BALTIMORE MD,Frankford,Northeastern,443,2,D6,Cedonia/Frankford,Census Tract 2602.02,NA,21206,TRUE,FALSE
79616,5A01020A6007B86B,2021/01/20 04:57:59+00,High,SE,OVERDOSE,P210200007,500 N BOULDIN ST,500 N BOULDIN ST BALTIMORE MD,Ellwood Park/Monument,Southeastern,224,13,D6,Patterson Park North & East,Census Tract 2610,NA,21205,TRUE,FALSE
80203,5401020A6007DE8B,2021/01/20 07:40:00+00,High,SE,OVERDOSE,P210200602,500 N BOULDIN ST,500 N BOULDIN ST BALTIMORE MD,Ellwood Park/Monument,Southeastern,224,13,D6,Patterson Park North & East,Census Tract 2610,NA,21205,TRUE,FALSE
80943,9C01020A60083633,2021/01/20 13:54:00+00,High,WD,OVERDOSE,P210201378,2400 PENNSYLVANIA AV,2400 PENNSYLVANIA AV BALTIMORE MD,Penn North,Western,733,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
80986,9C01020A6008395D,2021/01/20 14:08:00+00,High,SW,OVERDOSE,P210201422,W NORTH AV/N ROSEDALE ST,W NORTH AV and N ROSEDALE ST BALTIMORE MD,Northwest Community Action,Southwestern,813,7,D9,Greater Rosemont,Census Tract 1506,NA,21216,TRUE,FALSE
81013,6201020A60083CD7,2021/01/20 14:23:00+00,High,SW,OVERDOSE,P210201453,4500 EDMONDSON AV,4500 EDMONDSON AV BALTIMORE MD,Rognel Heights,Southwestern,822,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.01,NA,21229,TRUE,FALSE
81286,5301020A6008519F,2021/01/20 15:51:00+00,High,WD,OVERDOSE,P210201756,2300 REISTERSTOWN RD,2300 REISTERSTOWN RD BALTIMORE MD,Mondawmin,Western,731,7,D9,Greater Mondawmin,Census Tract 1504,Western,21217,TRUE,FALSE
81452,5B01020A60085F36,2021/01/20 16:49:00+00,High,WD,OVERDOSE,P210201930,N PAYSON ST/EDMONDSON AV,N PAYSON ST and EDMONDSON AV BALTIMORE MD,Midtown-Edmondson,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,NA,21223,TRUE,FALSE
81678,6101020A60086D69,2021/01/20 17:50:00+00,High,ND,OVERDOSE,P210202166,2800 OAKLEY AV,2800 OAKLEY AV BALTIMORE MD,Cylburn,Northern,532,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,NA,21215,TRUE,FALSE
82109,5301020A60089036,2021/01/20 20:19:00+00,High,NW,OVERDOSE,P210202628,2500 VIOLET AV,2500 VIOLET AV BALTIMORE MD,Park Circle,Northwestern,612,6,D1,Southern Park Heights,Census Tract 1512,NA,21215,TRUE,FALSE
82971,5F01020A6008B924,2021/01/20 23:13:00+00,High,SE,OVERDOSE,P210203543,PULASKI HY/N HIGHLAND AV,PULASKI HY and N HIGHLAND AV BALTIMORE MD,Baltimore Highlands,Southeastern,224,1,D6,Orangeville/East Highlandtown,Census Tract 2604.04,NA,21224,TRUE,FALSE
83367,5701020A6008CCCD,2021/01/21 00:36:59+00,High,SE,OVERDOSE,P210203939,6100 FORTVIEW WY,6100 FORTVIEW WY BALTIMORE MD,O'Donnell Heights,Southeastern,243,1,D6,Southeastern,Census Tract 2606.04,NA,21224,TRUE,FALSE
83994,5701020A6008FE4A,2021/01/21 04:08:00+00,High,SE,OVERDOSE,P210204605,1700 MANOR AV,1700 MANOR AV BALTIMORE MD,Broening Manor,Southeastern,243,1,D7,Southeastern,Census Tract 2606.05,NA,21224,TRUE,FALSE
84318,5301020A60090F34,2021/01/21 05:19:59+00,High,CD,OVERDOSE,P210210118,HOTEL RL BALTIMORE INNER HARBOR,HOTEL RL BALTIMORE INNER HARBOR BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21202,TRUE,FALSE
85485,5301020A60097554,2021/01/21 12:36:00+00,High,SD,OVERDOSE,P210211325,1500 S HANOVER ST,1500 S HANOVER ST BALTIMORE MD,South Baltimore,Southern,942,11,D7,Inner Harbor/Federal Hill,Census Tract 2302,NA,21230,TRUE,FALSE
85955,5601020A60099772,2021/01/21 15:01:59+00,High,NW,OVERDOSE,P210211817,FAIRVIEW AV/N EDGEWOOD ST,FAIRVIEW AV and N EDGEWOOD ST BALTIMORE MD,Forest Park,Northwestern,642,7,D9,Forest Park/Walbrook,Census Tract 1508,NA,21216,TRUE,FALSE
86295,5501020A6009AFB2,2021/01/21 16:44:59+00,High,CD,OVERDOSE,P210212179,0 W BALTIMORE ST,0 W BALTIMORE ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21201,TRUE,FALSE
